t,Yar,Yar+,Yar*,Ye-,Nar+,Nar*,Te,ydot0,ydot1,ydot2,term4,qu,hu
0.0026030000,0.9973234019,0.0026761189,0.0000004425,0.0000000367,429555499422027712.0000000000,71023439900179.7656250000,33050.6124952842,33.6658012812,-0.0001385994,-608.2737236776,485.3428414074,4,0.0000001639
0.0026040000,0.9973113651,0.0026881557,0.0000004423,0.0000000369,431482395922933376.0000000000,71000854686461.5000000000,29838.8508760139,-2.0030257750,-0.0001385570,-346.5456479086,240.6270552422,4,0.0000001816
0.0026050000,0.9973209158,0.0026786052,0.0000004422,0.0000000368,429953530156178624.0000000000,70979094464943.2812500000,27930.1258028539,-15.1249773263,-0.0001385132,-241.5099612979,145.9384970118,4,0.0000002827
0.0026060000,0.9973399461,0.0026595754,0.0000004421,0.0000000365,426907069529752256.0000000000,70957608416699.4375000000,26609.9239842791,-21.2284908095,-0.0001384687,-186.8317597772,98.5933764227,5,0.0000004617
0.0026070000,0.9973725100,0.0026270120,0.0000004419,0.0000000361,421693796643767424.0000000000,70929132905678.7968750000,25334.3203176004,-25.1223636778,-0.0001384086,-145.5818824018,64.6221535823,5,0.0000004617
0.0026080000,0.9973962296,0.0026032929,0.0000004417,0.0000000357,417896243761102784.0000000000,70910297794871.8437500000,24659.0556140795,-26.4810948799,-0.0001383686,-127.7025881931,50.6641118322,5,0.0000004617
0.0026090000,0.9974212121,0.0025783109,0.0000004416,0.0000000354,413896291367113408.0000000000,70891557027540.1250000000,24099.3573184419,-27.2608128074,-0.0001383286,-114.6261365937,40.9135576127,5,0.0000004617
0.0026100000,0.9974465007,0.0025530228,0.0000004415,0.0000000351,409847120927472064.0000000000,70872842898036.5625000000,23597.5107868423,-27.7276045376,-0.0001382886,-104.1784449468,33.4603663897,5,0.0000004617
0.0026110000,0.9974723125,0.0025272115,0.0000004414,0.0000000347,405713976705171648.0000000000,70854170725819.7656250000,23163.8156687997,-27.9496459568,-0.0001382486,-95.9686946149,27.8898270520,5,0.0000004617
0.0026120000,0.9974981216,0.0025014029,0.0000004412,0.0000000344,401581046463543168.0000000000,70835503331610.8593750000,22765.8289130737,-28.0279491439,-0.0001382086,-89.0916046744,23.4402667781,5,0.0000004617
0.0026130000,0.9975369886,0.0024625366,0.0000004410,0.0000000338,395356690881632256.0000000000,70807522381771.0625000000,22242.1332252304,-27.9431545624,-0.0001381486,-80.8526966620,18.4430942189,5,0.0000004617
0.0026140000,0.9975626102,0.0024369154,0.0000004409,0.0000000335,391253243213777280.0000000000,70788854160988.1718750000,21916.6703579103,-27.8060354281,-0.0001381087,-76.1996820578,15.7929061120,5,0.0000004617
0.0026150000,0.9975882339,0.0024112922,0.0000004408,0.0000000331,387149275591646592.0000000000,70770191044990.0937500000,21622.8080374719,-27.6139799329,-0.0001380687,-72.2329486328,13.6621758860,5,0.0000004617
0.0026160000,0.9976135951,0.0023859315,0.0000004407,0.0000000328,383087129746442944.0000000000,70751514374333.4375000000,21343.7221669643,-27.3880269205,-0.0001380288,-68.6919828743,11.8583265936,5,0.0000004617
0.0026170000,0.9976387751,0.0023607519,0.0000004405,0.0000000324,379053800458893888.0000000000,70732829892872.5625000000,21083.5059531925,-27.1343819188,-0.0001379889,-65.5575053183,10.3514860352,5,0.0000004617
0.0026180000,0.9976676798,0.0023318478,0.0000004404,0.0000000320,374423607396772736.0000000000,70711154339725.9375000000,20800.3733823777,-26.8159330104,-0.0001379426,-62.3224180771,8.8900038699,5,0.0000005353
0.0026190000,0.9976961602,0.0023033679,0.0000004402,0.0000000316,369861114553462656.0000000000,70689455566470.2812500000,20529.0622205661,-26.4796961330,-0.0001378964,-59.3997060022,7.6520667559,5,0.0000005353
0.0026200000,0.9977151876,0.0022843409,0.0000004401,0.0000000314,366812841581049856.0000000000,70674832637259.3906250000,20363.1609997071,-26.2459393512,-0.0001378652,2942.2389204556,6.9636180147,5,0.0000000005
0.0026210000,0.9976706352,0.0023288929,0.0000004400,0.0000000320,373950238788310080.0000000000,70648231678531.0781250000,40317.3374928608,172.3025720341,-0.0001378195,1476.6108271579,1379.1448889547,3,0.0000000748
0.0026220000,0.9974382156,0.0025613094,0.0000004399,0.0000000352,411174009000383040.0000000000,70611058007504.2031250000,43143.3997256296,285.9881002520,-0.0001377789,-2331.2345709629,2155.7300596221,4,0.0000000006
0.0026230000,0.9973222666,0.0026772569,0.0000004397,0.0000000368,429737676814328768.0000000000,70579046294545.4375000000,32892.3389852299,31.4642227569,-0.0001377324,-592.5613774620,470.4610571662,4,0.0000000835
0.0026240000,0.9973113971,0.0026881264,0.0000004396,0.0000000369,431477707323096384.0000000000,70556916665371.5937500000,29781.1124711939,-2.4814776926,-0.0001376907,-342.8686161392,237.2586764744,4,0.0000002147
0.0026250000,0.9973222881,0.0026772357,0.0000004394,0.0000000368,429734283305671424.0000000000,70533963312382.3750000000,27798.2460998650,-15.8373094474,-0.0001376444,-235.4369098733,140.5906679668,4,0.0000002147
0.0026260000,0.9973454231,0.0026541011,0.0000004393,0.0000000364,426030692567720960.0000000000,70509307536674.3437500000,26345.7660277920,-22.1877233268,-0.0001375931,-177.4213755484,90.6739536328,5,0.0000003802
0.0026270000,0.9973631755,0.0026363491,0.0000004392,0.0000000362,423188671298860544.0000000000,70493762275649.7812500000,25635.7470298470,-24.3675984734,-0.0001375603,-154.4184454667,71.7148339627,5,0.0000003802
0.0026280000,0.9974073822,0.0025921433,0.0000004389,0.0000000356,416111065218773184.0000000000,70459053456455.4531250000,24395.8744033712,-26.8851326996,-0.0001374865,-121.3658625602,45.8838237785,4,0.0000009526
0.0026290000,0.9974215674,0.0025779584,0.0000004389,0.0000000354,413839841396415040.0000000000,70448488279254.8593750000,24084.5115127892,-27.2814486928,-0.0001374640,-114.3161062995,40.6817898955,4,0.0000005239
0.0026300000,0.9974504380,0.0025490882,0.0000004387,0.0000000350,409217103141829696.0000000000,70427397858901.5937500000,23528.9088298452,-27.7725509840,-0.0001374189,-102.8270270491,32.5261344499,4,0.0000005239
0.0026310000,0.9974725450,0.0025269817,0.0000004386,0.0000000347,405677174093976128.0000000000,70411458507078.7968750000,23155.5762083169,-27.9555941193,-0.0001373847,-95.8308948662,27.7945894897,4,0.0000007930
0.0026320000,0.9975169871,0.0024825404,0.0000004384,0.0000000341,398560329233308352.0000000000,70379606736489.4375000000,22500.8259771559,-28.0119083145,-0.0001373165,-84.8162273519,20.7965093573,4,0.0000007930
0.0026330000,0.9975391815,0.0024603464,0.0000004383,0.0000000338,395005920916984192.0000000000,70363684443736.8437500000,22209.2075018729,-27.9360839636,-0.0001372824,-80.3778602069,18.1624485210,4,0.0000007930
0.0026340000,0.9975612859,0.0024382424,0.0000004382,0.0000000335,391465787990316160.0000000000,70347759463761.8125000000,21936.1479969364,-27.8132314036,-0.0001372483,-76.4612726483,15.9408446336,4,0.0000007930
0.0026350000,0.9975832754,0.0024162533,0.0000004381,0.0000000332,387943889720315456.0000000000,70331830066070.9062500000,21679.5034528478,-27.6540087804,-0.0001372142,-72.9766018399,14.0537936996,4,0.0000007930
0.0026360000,0.9976292432,0.0023702864,0.0000004378,0.0000000325,380581077000914560.0000000000,70298172102856.7031250000,21183.1908726658,-27.2330103945,-0.0001371422,-66.7318559083,10.9082783825,4,0.0000016746
0.0026370000,0.9976608979,0.0023386323,0.0000004377,0.0000000321,375510452252939392.0000000000,70274643426387.0390625000,20866.5981189642,-26.8928981706,-0.0001370920,-63.0602543302,9.2155452615,4,0.0000011695
0.0026380000,0.9976921487,0.0023073821,0.0000004375,0.0000000317,370504213515995904.0000000000,70251094385895.5312500000,20570.9155657562,-26.5285169843,-0.0001370418,-59.8286654323,7.8317935835,4,0.0000011695
0.0026390000,0.9976921487,0.0023073821,0.0000004375,0.0000000317,370504213515995904.0000000000,70251094385895.5312500000,20570.9155657562,-26.5285169843,-0.0001370418,-59.8286654323,7.8317935835,4,0.0000011695
0.0026400000,0.9977152171,0.0022843141,0.0000004374,0.0000000314,366808540374385024.0000000000,70233468526262.3984375000,20362.6513045279,-26.2455739332,-0.0001370043,2942.2433609411,6.9616812475,4,0.0000000002
0.0026410000,0.9976724404,0.0023270904,0.0000004372,0.0000000320,373661486343907712.0000000000,70207387012611.0937500000,40225.7190834284,169.6426101789,-0.0001369592,1495.0484585541,1361.3098120358,3,0.0000000522
0.0026420000,0.9974381910,0.0025613367,0.0000004371,0.0000000352,411178377108282944.0000000000,70170084833068.8906250000,43144.0042326840,286.0140826603,-0.0001369185,-2331.4147099551,2155.9046382713,5,0.0000000007
0.0026430000,0.9973249262,0.0026746001,0.0000004370,0.0000000367,429312359545821440.0000000000,70140190785697.9609375000,33260.6980809006,36.6643352277,-0.0001368756,-629.6246298480,505.5895747031,4,0.0000000807
0.0026440000,0.9973116994,0.0026878269,0.0000004368,0.0000000369,431429768353561920.0000000000,70114118762655.7890625000,29553.5596970791,-4.3154433598,-0.0001368265,-328.6902425479,224.3009221988,5,0.0000002868
0.0026450000,0.9973207786,0.0026787479,0.0000004367,0.0000000368,429976373913570816.0000000000,70095389183095.7500000000,27933.1431279641,-15.1090443479,-0.0001367887,-241.6606950645,146.0686331496,5,0.0000001984
0.0026460000,0.9973390646,0.0026604623,0.0000004366,0.0000000365,427049059220833088.0000000000,70074894417592.0000000000,26651.7945773863,-21.0693609385,-0.0001367462,-188.3729324741,99.8964866559,5,0.0000001984
0.0026470000,0.9973615524,0.0026379750,0.0000004364,0.0000000362,423448963819969088.0000000000,70054836234173.5078125000,25691.0865366158,-24.2185326457,-0.0001367040,-156.1009293357,73.0778857984,5,0.0000003905
0.0026480000,0.9973891528,0.0026103750,0.0000004363,0.0000000358,419030144642860224.0000000000,70032835921115.6953125000,24848.8382910493,-26.1440335666,-0.0001366573,-132.4719443630,54.3291743999,5,0.0000002727
0.0026490000,0.9974182943,0.0025812341,0.0000004361,0.0000000354,414364342197676416.0000000000,70010950179656.5859375000,24156.6892252036,-27.1961016296,-0.0001366107,-115.9035602451,41.8435048477,5,0.0000002727
0.0026500000,0.9974407167,0.0025588122,0.0000004360,0.0000000351,410774144050351680.0000000000,69994579933459.3359375000,23707.4650567593,-27.6432664612,-0.0001365757,-106.3707501963,34.9955261940,5,0.0000002727
0.0026510000,0.9974751898,0.0025243397,0.0000004359,0.0000000347,405254101473765056.0000000000,69969846242339.3750000000,23115.1283717691,-27.9674287473,-0.0001365227,-95.1014058065,27.3145599922,5,0.0000004201
0.0026520000,0.9974986945,0.0025008354,0.0000004357,0.0000000343,401490171820791488.0000000000,69953073012811.7734375000,22756.3616360195,-28.0292268422,-0.0001364868,-88.9377574736,23.3423269135,5,0.0000004201
0.0026530000,0.9975340378,0.0024654928,0.0000004356,0.0000000339,395830142836623680.0000000000,69927926791713.0000000000,22276.3252481372,-27.9576877193,-0.0001364329,-81.3723849143,18.7434063692,5,0.0000004201
0.0026540000,0.9975609237,0.0024386074,0.0000004354,0.0000000335,391524235897740224.0000000000,69908675998995.4531250000,21940.5320892205,-27.8155843662,-0.0001363917,-76.5224028713,15.9747294633,5,0.0000005445
0.0026550000,0.9975911003,0.0024084313,0.0000004353,0.0000000331,386691043134793088.0000000000,69886937311007.4765625000,21592.1991888166,-27.5897458048,-0.0001363452,-71.8303026786,13.4534983447,5,0.0000005445
0.0026560000,0.9976346691,0.0023648634,0.0000004351,0.0000000325,379712398121065984.0000000000,69855165111229.6406250000,21128.8058883727,-27.1770683201,-0.0001362773,-66.0814812394,10.6005333001,5,0.0000010460
0.0026570000,0.9976535331,0.0023459997,0.0000004350,0.0000000322,376690652686915712.0000000000,69841246325809.5234375000,20940.5995101162,-26.9748784910,-0.0001362475,-63.8928042143,9.5900996452,5,0.0000006963
0.0026580000,0.9976722450,0.0023272881,0.0000004349,0.0000000320,373693162853022144.0000000000,69827319740950.5625000000,20759.2906578181,-26.7635029621,-0.0001362178,-61.8611654469,8.6915988565,5,0.0000006963
0.0026590000,0.9976908141,0.0023087194,0.0000004348,0.0000000317,370718450546233408.0000000000,69813386005647.2109375000,20585.2289786592,-26.5446976148,-0.0001361881,-59.9754049192,7.8939375901,5,0.0000006963
0.0026600000,0.9977152152,0.0022843187,0.0000004347,0.0000000314,366809285069969408.0000000000,69794858297537.7890625000,20363.6968994724,-26.2457439419,-0.0001361487,2942.2355251589,6.9655021834,5,0.0000000002
0.0026610000,0.9976705249,0.0023290086,0.0000004345,0.0000000320,373968782345002240.0000000000,69768569165662.6562500000,40319.7430219160,172.3777544002,-0.0001361035,1476.0801234546,1379.6555155922,3,0.0000000639
0.0026620000,0.9974381636,0.0025613668,0.0000004344,0.0000000352,411183200404920640.0000000000,69731870018598.0156250000,43145.0053823879,286.0554492458,-0.0001360634,-2331.6994533948,2156.1812051111,4,0.0000000003
0.0026630000,0.9973225806,0.0026769484,0.0000004342,0.0000000368,429688292170983616.0000000000,69700508200791.8828125000,32940.0823717165,32.1235667740,-0.0001360179,-597.2750658400,474.9227581982,4,0.0000001147
0.0026640000,0.9973115885,0.0026879405,0.0000004341,0.0000000369,431447957499891648.0000000000,69676893117569.5234375000,29620.1978126229,-3.7868577438,-0.0001359733,-332.7902990840,228.0430206802,5,0.0000002437
0.0026650000,0.9973218046,0.0026777246,0.0000004340,0.0000000368,429812556014191424.0000000000,69656328440313.6796875000,27840.2573675624,-15.6132023741,-0.0001359318,-237.3596967805,142.2808068718,5,0.0000002437
0.0026660000,0.9973402729,0.0026592568,0.0000004338,0.0000000365,426856071684311872.0000000000,69636140331065.4765625000,26591.4373292796,-21.2986985508,-0.0001358899,-186.1606568298,98.0248625597,4,0.0000003702
0.0026670000,0.9973659838,0.0026335464,0.0000004337,0.0000000362,422739950637681216.0000000000,69613702353289.4375000000,25537.7481358451,-24.6248563635,-0.0001358426,-151.4934681726,69.3516233060,4,0.0000003702
0.0026680000,0.9973895734,0.0026099572,0.0000004336,0.0000000358,418963252058537920.0000000000,69595136378830.4765625000,24835.1901442328,-26.1702229149,-0.0001358032,-132.1265403471,54.0607209042,4,0.0000005564
0.0026690000,0.9974193628,0.0025801684,0.0000004334,0.0000000354,414193706438561216.0000000000,69572947903999.1328125000,24133.6238585245,-27.2236039134,-0.0001357559,-115.3924495666,41.4691323918,4,0.0000005564
0.0026700000,0.9974499967,0.0025495350,0.0000004333,0.0000000350,409288642405796672.0000000000,69550825154626.1562500000,23539.2052649734,-27.7644395123,-0.0001357085,-103.0226193842,32.6631738303,4,0.0000005564
0.0026710000,0.9974810352,0.0025184971,0.0000004331,0.0000000346,404318507320000256.0000000000,69528737556800.1718750000,23022.8776514335,-27.9927488927,-0.0001356612,-93.4714309955,26.2466624543,4,0.0000005564
0.0026720000,0.9975070014,0.0024925314,0.0000004330,0.0000000342,400160339609587200.0000000000,69510359397566.8125000000,22639.3232467070,-28.0264941810,-0.0001356219,-87.0202220555,22.1472974306,4,0.0000009267
0.0026730000,0.9975329511,0.0024665822,0.0000004328,0.0000000339,396004614492958912.0000000000,69491984992257.3437500000,22289.0005855034,-27.9628562612,-0.0001355825,-81.5659513589,18.8556972754,4,0.0000009267
0.0026740000,0.9975588051,0.0024407287,0.0000004327,0.0000000335,391863992028837056.0000000000,69473608862324.3203125000,21965.9679233897,-27.8291151953,-0.0001355432,-76.8785094220,16.1725179709,4,0.0000009267
0.0026750000,0.9975845203,0.0024150139,0.0000004326,0.0000000332,387745377128964288.0000000000,69455228025207.1093750000,21666.6464805487,-27.6437346400,-0.0001355038,-72.8036048444,13.9635294850,4,0.0000009267
0.0026760000,0.9976100396,0.0023894951,0.0000004325,0.0000000328,383657938847269888.0000000000,69436838522645.3046875000,21386.2201514618,-27.4208912519,-0.0001354645,-69.2070910739,12.1180591926,4,0.0000009267
0.0026770000,0.9976353309,0.0023642043,0.0000004323,0.0000000325,379606814681517184.0000000000,69418438143981.8671875000,21122.0736468948,-27.1702142637,-0.0001354252,-66.0019052981,10.5629973962,4,0.0000009267
0.0026780000,0.9977005718,0.0022989646,0.0000004320,0.0000000316,369155686046237376.0000000000,69370048394431.7500000000,20492.8313647745,-26.4263891118,-0.0001353220,-59.0078867527,7.4962622043,4,0.0000024340
0.0026790000,0.9977005718,0.0022989646,0.0000004320,0.0000000316,369155686046237376.0000000000,69370048394431.7500000000,20492.8313647745,-26.4263891118,-0.0001353220,-59.0078867527,7.4962622043,4,0.0000024340
0.0026800000,0.9977152127,0.0022843240,0.0000004319,0.0000000314,366810132963016192.0000000000,69358981283924.0000000000,20362.8879724398,-26.2457145855,-0.0001352984,2942.2413628994,6.9625728979,4,0.0000000002
0.0026810000,0.9976654267,0.0023341095,0.0000004318,0.0000000321,374785919935958272.0000000000,69331872074594.7187500000,40568.3371679421,179.7331998192,-0.0001352522,1425.1084579924,1428.9723173198,4,0.0000000915
0.0026820000,0.9974382452,0.0025612880,0.0000004317,0.0000000352,411170577608523904.0000000000,69296396358378.4296875000,43146.3125075557,286.0963821290,-0.0001352137,-2331.9644330583,2156.4436108600,4,0.0000000003
0.0026830000,0.9973228165,0.0026767152,0.0000004315,0.0000000368,429650959921975552.0000000000,69265357199590.6406250000,32964.0845516950,32.4558031882,-0.0001351687,-599.6384201394,477.1629575555,4,0.0000000726
0.0026840000,0.9973115220,0.0026880097,0.0000004314,0.0000000369,431459035543702976.0000000000,69242629897402.3593750000,29712.7389930178,-3.0411006782,-0.0001351258,-338.5488311137,233.3072145233,4,0.0000001265
0.0026850000,0.9973237070,0.0026758250,0.0000004312,0.0000000367,429508460686186880.0000000000,69219076441556.1093750000,27684.8389939793,-16.4301130552,-0.0001350782,-230.3151582438,136.0989318795,5,0.0000002812
0.0026860000,0.9973396829,0.0026598494,0.0000004311,0.0000000365,426950942178871680.0000000000,69201888498176.8828125000,26625.1481691169,-21.1704759623,-0.0001350425,-187.3871815085,99.0638838365,5,0.0000002812
0.0026870000,0.9973656265,0.0026339064,0.0000004310,0.0000000362,422797584533515584.0000000000,69179298203867.7343750000,25550.7921995396,-24.5910344622,-0.0001349950,-151.8783883694,69.6622890500,5,0.0000002812
0.0026880000,0.9973958655,0.0026036680,0.0000004308,0.0000000358,417956290303663552.0000000000,69155816922276.4296875000,24674.2966625577,-26.4531808417,-0.0001349451,-128.0683909000,50.9472818235,4,0.0000004494
0.0026890000,0.9974200474,0.0025794865,0.0000004307,0.0000000354,414084524941754688.0000000000,69138016264431.1093750000,24120.4069963180,-27.2384277666,-0.0001349071,-115.0976678535,41.2546834263,4,0.0000004494
0.0026900000,0.9974607606,0.0025387740,0.0000004305,0.0000000349,407565502117757632.0000000000,69108878838427.2109375000,23351.7742878968,-27.8724590329,-0.0001348448,-99.4345093982,30.2085868117,4,0.0000010259
0.0026910000,0.9974894198,0.0025101153,0.0000004304,0.0000000345,402976264259204672.0000000000,69088648531259.9765625000,22893.7210880679,-28.0174974299,-0.0001348014,-91.2434749293,24.8064875357,4,0.0000010259
0.0026920000,0.9975181833,0.0024813524,0.0000004302,0.0000000341,398370059825389888.0000000000,69068431388893.8125000000,22484.4956454573,-28.0094132755,-0.0001347581,-84.5609649796,20.6416742134,4,0.0000010259
0.0026930000,0.9975468865,0.0024526497,0.0000004301,0.0000000337,393773251282128256.0000000000,69048216064837.7578125000,22112.0899525197,-27.8981945552,-0.0001347148,-78.9597248868,17.3461758119,4,0.0000010259
0.0026940000,0.9975754430,0.0024240938,0.0000004299,0.0000000333,389199678731977664.0000000000,69027996610972.5078125000,21771.6408862823,-27.7137384326,-0.0001346715,-74.2006858436,14.7085566635,4,0.0000010259
0.0026950000,0.9976037749,0.0023957624,0.0000004298,0.0000000329,384661816781427840.0000000000,69007767673709.4531250000,21455.5785910584,-27.4782888334,-0.0001346283,-70.0724876619,12.5543607722,4,0.0000010259
0.0026960000,0.9976318221,0.0023677157,0.0000004297,0.0000000325,380169297561490624.0000000000,68987525127637.8828125000,21159.4987396132,-27.2063690066,-0.0001345850,-66.4416318118,10.7723756481,4,0.0000010259
0.0026970000,0.9976595704,0.0023399679,0.0000004295,0.0000000321,375724408632050176.0000000000,68967268007298.1484375000,20881.2640660731,-26.9078457919,-0.0001345418,-63.2207221423,9.2883041361,4,0.0000010259
0.0026980000,0.9976870171,0.0023125218,0.0000004294,0.0000000318,371327598137457920.0000000000,68946996138294.0234375000,20619.5552144391,-26.5901244524,-0.0001344985,-60.3448655463,8.0466998001,4,0.0000010259
0.0026990000,0.9976994561,0.0023000830,0.0000004293,0.0000000316,369334858341189888.0000000000,68937724709057.1093750000,20504.6884684859,-26.4401618207,-0.0001344788,-59.1274490605,7.5459059079,4,0.0000004690
0.0027000000,0.9977152871,0.0022842523,0.0000004292,0.0000000314,366798645137932352.0000000000,68925836051033.1562500000,20362.1044478178,-26.2448030071,-0.0001344535,2942.2489571674,6.9595040726,4,0.0000000001
0.0027010000,0.9976745624,0.0023249766,0.0000004291,0.0000000319,373322863539916672.0000000000,68900645815600.9062500000,40113.4011797853,166.4208204959,-0.0001344098,1517.3781089062,1339.7111561521,4,0.0000000866
0.0027020000,0.9974382379,0.0025612979,0.0000004290,0.0000000352,411172175527330240.0000000000,68863632642183.5312500000,43143.6381371555,285.9958926296,-0.0001343693,-2331.2855638101,2155.7803822303,4,0.0000000004
0.0027030000,0.9973223871,0.0026771473,0.0000004288,0.0000000368,429720142183612160.0000000000,68832485719987.1718750000,32905.4856726101,31.6450495757,-0.0001343240,-593.8510232237,471.6824513691,4,0.0000000980
0.0027040000,0.9973115651,0.0026879693,0.0000004287,0.0000000369,431452568883552000.0000000000,68809940428227.5625000000,29684.9305488675,-3.2665910101,-0.0001342815,-336.8066938160,231.7144751459,4,0.0000001548
0.0027050000,0.9973253247,0.0026742101,0.0000004285,0.0000000367,429249923321640320.0000000000,68784741944049.5625000000,27539.7556387562,-17.1653139790,-0.0001342304,-223.9397355107,130.5202447616,4,0.0000003012
0.0027060000,0.9973431628,0.0026563723,0.0000004284,0.0000000365,426394293538790656.0000000000,68766502544828.8515625000,26455.0919524457,-21.8002405636,-0.0001341925,-181.2533444861,93.8901275380,4,0.0000003012
0.0027070000,0.9973670047,0.0026325309,0.0000004283,0.0000000362,422577375477071744.0000000000,68746183811971.7187500000,25507.2816650892,-24.7015655270,-0.0001341496,-150.5887915821,68.6256944079,4,0.0000004171
0.0027080000,0.9973882530,0.0026112829,0.0000004282,0.0000000359,419175504579589632.0000000000,68729681337889.6953125000,24875.3987528300,-26.0935584642,-0.0001341146,-133.1520598727,54.8565810795,4,0.0000004171
0.0027090000,0.9974306908,0.0025688460,0.0000004280,0.0000000353,412380779087540416.0000000000,68698604898146.7578125000,23903.1979492655,-27.4693039366,-0.0001340483,-110.4092167168,37.8634610797,4,0.0000007449
0.0027100000,0.9974512808,0.0025482563,0.0000004279,0.0000000350,409083889722138816.0000000000,68683989005818.8906250000,23518.2879220684,-27.7767947329,-0.0001340170,-102.6108598679,32.3805794038,4,0.0000007449
0.0027110000,0.9974720636,0.0025274739,0.0000004278,0.0000000347,405755997555334208.0000000000,68669389455408.4687500000,23168.4300161455,-27.9477775005,-0.0001339857,-96.0510614167,27.9447439302,4,0.0000007449
0.0027120000,0.9975137950,0.0024857434,0.0000004276,0.0000000341,399073264977075712.0000000000,68640211096933.8437500000,22548.3995623018,-28.0154747058,-0.0001339232,-85.5568985902,21.2507813965,4,0.0000007449
0.0027130000,0.9975482672,0.0024512718,0.0000004274,0.0000000337,393552563561144512.0000000000,68616051131756.7890625000,22096.2027593381,-27.8902239290,-0.0001338715,-78.7271502574,17.2147179774,4,0.0000012337
0.0027140000,0.9975825082,0.0024170314,0.0000004272,0.0000000332,388068516144659008.0000000000,68591883930152.4531250000,21687.9616434075,-27.6603044698,-0.0001338198,-73.0895840846,14.1132216223,4,0.0000012337
0.0027150000,0.9975825082,0.0024170314,0.0000004272,0.0000000332,388068516144659008.0000000000,68591883930152.4531250000,21687.9616434075,-27.6603044698,-0.0001338198,-73.0895840846,14.1132216223,4,0.0000012337
0.0027160000,0.9976164811,0.0023830591,0.0000004271,0.0000000327,382627029428127296.0000000000,68567706984911.9296875000,21317.5658909362,-27.3596762085,-0.0001337681,-68.3580942332,11.6974533090,4,0.0000012337
0.0027170000,0.9976380239,0.0023615167,0.0000004270,0.0000000324,379176302350638464.0000000000,68552201420497.6406250000,21094.6335352259,-27.1421106946,-0.0001337349,-65.6788653164,10.4111361534,4,0.0000007906
0.0027180000,0.9976805725,0.0023189689,0.0000004267,0.0000000318,372360440223800512.0000000000,68521164190055.5468750000,20679.1344298193,-26.6664545743,-0.0001336687,-60.9892446792,8.3171511397,4,0.0000007906
0.0027190000,0.9977015700,0.0022979719,0.0000004266,0.0000000316,368996636475316864.0000000000,68505631972607.2968750000,20485.1935016054,-26.4143664528,-0.0001336356,-58.9240541831,7.4635494651,4,0.0000007906
0.0027200000,0.9977152878,0.0022842543,0.0000004266,0.0000000314,366798956941715456.0000000000,68495383691820.3984375000,20364.9357606847,-26.2451408250,-0.0001336138,2942.2280068855,6.9698195745,4,0.0000000004
0.0027210000,0.9976727255,0.0023268161,0.0000004264,0.0000000320,373617553474065408.0000000000,68469993042930.9609375000,40214.1083087177,169.3039052371,-0.0001335699,1497.4032885978,1359.0340760822,4,0.0000000918
0.0027220000,0.9974383007,0.0025612378,0.0000004263,0.0000000352,411162543956738176.0000000000,68433578582649.7500000000,43144.2594897625,286.0128385482,-0.0001335301,-2331.3910146973,2155.8861644230,4,0.0000000005
0.0027230000,0.9973232965,0.0026762406,0.0000004262,0.0000000368,429574985843556544.0000000000,68403253733595.2656250000,33027.7047851330,33.3435849494,-0.0001334863,-605.9701110745,483.1614987511,4,0.0000001311
0.0027240000,0.9973120297,0.0026875074,0.0000004260,0.0000000369,431378613021978240.0000000000,68377930275216.9453125000,29442.1565256939,-5.1833792946,-0.0001334383,-321.9216651477,218.1348199314,5,0.0000002282
0.0027250000,0.9973221760,0.0026773614,0.0000004259,0.0000000368,429754404430210304.0000000000,68359074510887.6640625000,27813.5608904078,-15.7555710760,-0.0001334002,-236.1314460405,141.2022877110,5,0.0000002282
0.0027260000,0.9973393277,0.0026602100,0.0000004258,0.0000000365,427008669907347712.0000000000,68340605578778.9765625000,26645.2894204130,-21.0933027975,-0.0001333619,-188.1245446502,99.6889153979,4,0.0000003445
0.0027270000,0.9973629923,0.0026365458,0.0000004256,0.0000000362,423220162787440064.0000000000,68320095777943.9609375000,25644.3222410856,-24.3441874745,-0.0001333187,-154.6745824795,71.9232491386,4,0.0000003445
0.0027280000,0.9973891791,0.0026103596,0.0000004255,0.0000000358,419027672202364352.0000000000,68299763980260.2421875000,24849.3964392162,-26.1426324679,-0.0001332755,-132.4844465794,54.3395039047,4,0.0000003445
0.0027290000,0.9974253833,0.0025741561,0.0000004253,0.0000000353,413231025899174656.0000000000,68273361216767.6250000000,24009.3765521594,-27.3619698673,-0.0001332192,-112.6752870601,39.4939004580,4,0.0000006606
0.0027300000,0.9974435675,0.0025559722,0.0000004252,0.0000000351,410319401394262208.0000000000,68260473763339.3828125000,23656.5044506511,-27.6816851662,-0.0001331916,-105.3409524338,34.2750825904,4,0.0000006606
0.0027310000,0.9974804037,0.0025191366,0.0000004250,0.0000000346,404420913666410176.0000000000,68234738065702.5625000000,23035.3825388061,-27.9879189576,-0.0001331365,-93.6845482043,26.3878251307,4,0.0000006606
0.0027320000,0.9974989172,0.0025006235,0.0000004250,0.0000000343,401456238667768832.0000000000,68221880378572.1093750000,22757.8597042930,-28.0256435104,-0.0001331090,-88.9513556113,23.3550062120,4,0.0000006606
0.0027330000,0.9975278471,0.0024716942,0.0000004248,0.0000000339,396823305895488128.0000000000,68201785791193.5078125000,22358.5941516103,-27.9799679801,-0.0001330659,-82.6106437244,19.4752762339,5,0.0000010326
