t,Yar,Yar+,Yar*,Ye-,Nar+,Nar*,Te,ydot0,ydot1,ydot2,term4,qu,hu
0.0036210000,0.9976744754,0.0023251710,0.0000003217,0.0000000319,373354005962929408.0000000000,51650031788707.2031250000,40119.2829857609,166.5946302833,-0.0001007577,1516.1612945116,1340.8845917786,3,0.0000000809
0.0036220000,0.9974383561,0.0025612871,0.0000003216,0.0000000352,411170442298189312.0000000000,51622311022035.7343750000,43146.4909078169,286.1031028842,-0.0001007274,-2332.0097992449,2156.4879459857,3,0.0000000002
0.0036230000,0.9973228911,0.0026767507,0.0000003215,0.0000000368,429656640411501888.0000000000,51599175744394.6171875000,32961.0927843351,32.4144149530,-0.0001006938,-599.3449237900,476.8845195280,4,0.0000000728
0.0036240000,0.9973119920,0.0026876497,0.0000003214,0.0000000369,431401405110534912.0000000000,51580839533164.6718750000,29513.8885983885,-4.6266204978,-0.0001006591,-326.2577567215,222.0855829318,5,0.0000001996
0.0036250000,0.9973231263,0.0026765157,0.0000003213,0.0000000368,429619022885803392.0000000000,51565291306037.7578125000,27736.5266813083,-16.1623135984,-0.0001006277,-232.6398281522,138.1349951087,5,0.0000001996
0.0036260000,0.9973397167,0.0026599256,0.0000003212,0.0000000365,426963148759463872.0000000000,51551975098770.8671875000,26631.8077859683,-21.1446648407,-0.0001006000,-187.6276379464,99.2686349116,5,0.0000003389
0.0036270000,0.9973630013,0.0026366415,0.0000003211,0.0000000362,423235472404961280.0000000000,51536757622917.5781250000,25647.9556124976,-24.3343590489,-0.0001005680,-154.7839807299,72.0120373172,5,0.0000003389
0.0036280000,0.9973894242,0.0026102190,0.0000003210,0.0000000358,419005168791557504.0000000000,51521267789947.5625000000,24843.9582667927,-26.1533488210,-0.0001005351,-132.3479897410,54.2329365361,4,0.0000005219
0.0036290000,0.9974173337,0.0025823100,0.0000003209,0.0000000355,414536613868477888.0000000000,51505859019761.5000000000,24181.7365191419,-27.1649185798,-0.0001005022,-116.4581264823,42.2517676570,4,0.0000005219
0.0036300000,0.9974459776,0.0025536666,0.0000003207,0.0000000351,409950211753771136.0000000000,51490492616986.7031250000,23613.6235355409,-27.7135382085,-0.0001004694,-104.4877034379,33.6792192724,4,0.0000005219
0.0036310000,0.9974750697,0.0025245750,0.0000003206,0.0000000347,405291789773214464.0000000000,51475153849124.8437500000,23119.8903106077,-27.9652475351,-0.0001004365,-95.1840637485,27.3699125404,4,0.0000005219
0.0036320000,0.9975043004,0.0024953448,0.0000003205,0.0000000343,400610891827353600.0000000000,51459826811622.3515625000,22679.9894540069,-28.0274825413,-0.0001004037,-87.6776673337,22.5561082590,4,0.0000005219
0.0036330000,0.9975462999,0.0024533460,0.0000003204,0.0000000337,393884770099925824.0000000000,51437792165950.3593750000,22121.1319084506,-27.9016774794,-0.0001003565,-79.0896702093,17.4207417721,4,0.0000015010
0.0036340000,0.9975879876,0.0024116591,0.0000003202,0.0000000331,387208029723492672.0000000000,51415751051480.3359375000,21628.5141221226,-27.6165485446,-0.0001003093,-72.3033551341,13.7004334103,4,0.0000015010
0.0036350000,0.9975879876,0.0024116591,0.0000003202,0.0000000331,387208029723492672.0000000000,51415751051480.3359375000,21628.5141221226,-27.6165485446,-0.0001003093,-72.3033551341,13.7004334103,4,0.0000015010
0.0036360000,0.9976163190,0.0023833281,0.0000003201,0.0000000327,382670123186607936.0000000000,51400609426914.4843750000,21320.0546204591,-27.3623350979,-0.0001002770,-68.3896500327,11.7126623168,4,0.0000010305
0.0036370000,0.9976443761,0.0023552715,0.0000003200,0.0000000323,378175909152793216.0000000000,51385458237614.1796875000,21032.0575683128,-27.0757625749,-0.0001002446,-64.9469178846,10.0710856619,4,0.0000010305
0.0036380000,0.9976721226,0.0023275255,0.0000003199,0.0000000320,373731189055446336.0000000000,51370295639824.3593750000,20760.6845397155,-26.7662406971,-0.0001002122,-61.8789416344,8.6985773219,4,0.0000010305
0.0036390000,0.9976995364,0.0023001122,0.0000003198,0.0000000316,369339528303591232.0000000000,51355120507305.2031250000,20503.9452145513,-26.4404407373,-0.0001001799,-59.1224988733,7.5431100996,4,0.0000010305
0.0036400000,0.9977153749,0.0022842740,0.0000003198,0.0000000314,366802113575707584.0000000000,51346261369770.2500000000,20361.5629705663,-26.2449911350,-0.0001001610,2942.2524053065,6.9576000696,4,0.0000000001
0.0036410000,0.9976760040,0.0023236445,0.0000003197,0.0000000319,373109457217263936.0000000000,51327698258275.2968750000,40034.1504588948,164.1799338898,-0.0001001288,1532.8941139484,1324.7000091088,3,0.0000000619
0.0036420000,0.9974383234,0.0025613219,0.0000003196,0.0000000352,411176006812163904.0000000000,51299919977880.1171875000,43150.2964648218,286.2515547364,-0.0001000983,-2333.0203188057,2157.4728517112,5,0.0000000004
0.0036430000,0.9973235373,0.0026761065,0.0000003195,0.0000000367,429553520841815040.0000000000,51277323305863.8359375000,33064.8814818292,33.8678336337,-0.0001000657,-609.7264951982,486.7165162240,4,0.0000001046
0.0036440000,0.9973116250,0.0026880188,0.0000003194,0.0000000369,431460480141104192.0000000000,51259559427118.2656250000,29632.9415313802,-3.6850575283,-0.0001000322,-333.5865792638,228.7685918928,5,0.0000002204
0.0036450000,0.9973261216,0.0026735224,0.0000003192,0.0000000367,429139843084052928.0000000000,51240440090720.2656250000,27475.9025954356,-17.4805086176,-0.0000999934,-221.1919750195,128.1214320553,4,0.0000003557
0.0036460000,0.9973399855,0.0026596588,0.0000003192,0.0000000365,426920425105368448.0000000000,51229730029526.8984375000,26608.8128644668,-21.2335431659,-0.0000999711,-186.7985410029,98.5629184656,4,0.0000003557
0.0036470000,0.9973645748,0.0026350699,0.0000003191,0.0000000362,422983873285926336.0000000000,51213862914170.2343750000,25587.2846089478,-24.4969912463,-0.0000999377,-152.9702414006,70.5413283967,4,0.0000003557
0.0036480000,0.9973928973,0.0026067479,0.0000003189,0.0000000358,418449414151272192.0000000000,51197492752273.4765625000,24749.4506249103,-26.3252029345,-0.0000999030,-129.9521796543,52.3863170130,4,0.0000007551
0.0036490000,0.9974174092,0.0025822365,0.0000003189,0.0000000355,414524836948024384.0000000000,51184070929169.0234375000,24174.7217050605,-27.1761012156,-0.0000998743,-116.3127211920,42.1408009042,4,0.0000004576
0.0036500000,0.9974514260,0.0025482203,0.0000003187,0.0000000350,409078118552355008.0000000000,51165988512612.0703125000,23512.7248979057,-27.7833499618,-0.0000998357,-102.5139230116,32.3095834098,4,0.0000007788
0.0036510000,0.9974731371,0.0025265096,0.0000003186,0.0000000347,405601578320785664.0000000000,51154615688774.7968750000,23146.9836793165,-27.9591794944,-0.0000998113,-95.6786925421,27.6930222605,4,0.0000007788
0.0036520000,0.9975168046,0.0024828428,0.0000003185,0.0000000341,398608757185637248.0000000000,51131890209183.0703125000,22505.3065798917,-28.0123020951,-0.0000997626,-84.8856422116,20.8389628821,4,0.0000007788
0.0036530000,0.9975386047,0.0024610431,0.0000003184,0.0000000338,395117505167154688.0000000000,51120529576687.7500000000,22218.5065814464,-27.9390205348,-0.0000997383,-80.5141341243,18.2419324773,4,0.0000007788
0.0036540000,0.9975603128,0.0024393354,0.0000003183,0.0000000335,391640834346957440.0000000000,51109166802478.6562500000,21949.3585500118,-27.8202191097,-0.0000997140,-76.6454681747,16.0430867094,4,0.0000007788
0.0036550000,0.9975936157,0.0024060330,0.0000003182,0.0000000330,386306899315433216.0000000000,51091617481579.7187500000,21564.9646230534,-27.5695602072,-0.0000996764,-71.4789560835,13.2708479504,4,0.0000012025
0.0036560000,0.9976265872,0.0023730622,0.0000003181,0.0000000326,381025708745394624.0000000000,51074057352525.5703125000,21212.3506095596,-27.2610757667,-0.0000996389,-67.0803833025,11.0756959319,4,0.0000012025
0.0036570000,0.9976591720,0.0023404779,0.0000003180,0.0000000321,375806099051233664.0000000000,51056483622513.2578125000,20885.4333339985,-26.9135815423,-0.0000996013,-63.2699667094,9.3095903953,4,0.0000012025
0.0036580000,0.9976913268,0.0023083236,0.0000003179,0.0000000317,370655041498033984.0000000000,51038894095804.1796875000,20580.7891725892,-26.5399028793,-0.0000995638,-59.9303306813,7.8746830496,4,0.0000012025
0.0036590000,0.9976913268,0.0023083236,0.0000003179,0.0000000317,370655041498033984.0000000000,51038894095804.1796875000,20580.7891725892,-26.5399028793,-0.0000995638,-59.9303306813,7.8746830496,4,0.0000012025
0.0036600000,0.9977152896,0.0022843613,0.0000003178,0.0000000314,366816095942996736.0000000000,51025595434434.3906250000,20361.9695243126,-26.2460396267,-0.0000995355,2942.2472005642,6.9593434319,3,0.0000000000
0.0036610000,0.9976752228,0.0023244276,0.0000003177,0.0000000319,373234911850881344.0000000000,51007050750902.3750000000,40066.5607724120,165.1110774401,-0.0000995033,1526.4121820036,1330.9609599333,4,0.0000000833
0.0036620000,0.9974381816,0.0025614657,0.0000003176,0.0000000352,411199037162143936.0000000000,50979537187973.9296875000,43142.0301066270,285.9534138694,-0.0000994732,-2331.0238378571,2155.5169708390,4,0.0000000008
0.0036630000,0.9973229824,0.0026766633,0.0000003175,0.0000000368,429642660005413696.0000000000,50956801186901.5703125000,32990.2964508328,32.8223507776,-0.0000994402,-602.2730362469,479.6537526264,4,0.0000001257
0.0036640000,0.9973119056,0.0026877401,0.0000003174,0.0000000369,431415871027117952.0000000000,50938306745668.5546875000,29472.9881619405,-4.9453843551,-0.0000994052,-323.7995626618,219.8405167167,5,0.0000002438
0.0036650000,0.9973228990,0.0026767470,0.0000003173,0.0000000368,429656047915790336.0000000000,50923309638797.4296875000,27743.4921237066,-16.1267982673,-0.0000993749,-232.9668485271,138.4182064436,5,0.0000002438
0.0036660000,0.9973415459,0.0026581004,0.0000003172,0.0000000365,426670942677497024.0000000000,50908705544494.8359375000,26530.6433709550,-21.5259753719,-0.0000993445,-183.9642504418,96.1690411603,5,0.0000002438
0.0036670000,0.9973641029,0.0026355438,0.0000003171,0.0000000362,423059740840751872.0000000000,50894304129323.0625000000,25604.2079260883,-24.4523209264,-0.0000993142,-153.4757838409,70.9501438229,5,0.0000002438
0.0036680000,0.9973900404,0.0026096068,0.0000003170,0.0000000358,418907147015108416.0000000000,50879344064542.3984375000,24824.8772931794,-26.1895562368,-0.0000992824,-131.8645174429,53.8578574371,5,0.0000003207
0.0036690000,0.9974157551,0.0025838925,0.0000003169,0.0000000355,414789995479119744.0000000000,50865318388688.7968750000,24213.2608346292,-27.1273944783,-0.0000992525,-117.1711357258,42.7738353366,5,0.0000003207
0.0036700000,0.9974421056,0.0025575425,0.0000003168,0.0000000351,410570836490741632.0000000000,50851328858160.8203125000,23682.5402608274,-27.6635739377,-0.0000992226,-105.8704174543,34.6432653475,5,0.0000003207
0.0036710000,0.9974688703,0.0025307783,0.0000003167,0.0000000348,406285140142391168.0000000000,50837364210419.1171875000,23217.1781186597,-27.9331218466,-0.0000991927,-96.9473020572,28.5362023281,5,0.0000003207
0.0036720000,0.9975047771,0.0024948721,0.0000003165,0.0000000343,400535190420921088.0000000000,50818761885762.9218750000,22670.4108490815,-28.0294663146,-0.0000991529,-87.5288746949,22.4609671078,5,0.0000003207
0.0036730000,0.9975317458,0.0024679038,0.0000003165,0.0000000339,396216273486276672.0000000000,50804816609239.8046875000,22305.9999413436,-27.9680821282,-0.0000991230,-81.8218934480,19.0060942823,5,0.0000003207
0.0036740000,0.9975585278,0.0024411224,0.0000003164,0.0000000335,391927041015749376.0000000000,50790865731986.0078125000,21966.0732346290,-27.8335615427,-0.0000990931,-76.8921105679,16.1758746016,5,0.0000003207
0.0036750000,0.9975852225,0.0024144281,0.0000003163,0.0000000332,387651543570266432.0000000000,50776914305581.2265625000,21655.2438671261,-27.6404466572,-0.0000990633,-72.6660870402,13.8868088933,5,0.0000003207
0.0036760000,0.9976169210,0.0023827302,0.0000003161,0.0000000327,382574343349760192.0000000000,50760195098926.0312500000,21310.1463735975,-27.3571702856,-0.0000990275,-68.2776986451,11.6545112724,5,0.0000005109
0.0036770000,0.9976364841,0.0023631674,0.0000003161,0.0000000325,379440717911845312.0000000000,50749775416465.6562500000,21107.7364072666,-27.1597848010,-0.0000990053,-65.8430928452,10.4850433664,5,0.0000003589
0.0036780000,0.9976655612,0.0023340908,0.0000003160,0.0000000321,374782926664883264.0000000000,50734136391891.5703125000,20820.5750360461,-26.8415434918,-0.0000989719,-62.5509133330,8.9889439985,5,0.0000003589
0.0036790000,0.9977000385,0.0022996141,0.0000003158,0.0000000316,369259726545699840.0000000000,50715316014967.0781250000,20496.3887761962,-26.4341340049,-0.0000989318,-59.0517911245,7.5121469973,5,0.0000005766
0.0036800000,0.9977152220,0.0022844309,0.0000003158,0.0000000314,366827247326271168.0000000000,50706928210055.9375000000,20363.7503838492,-26.2470382922,-0.0000989139,2942.2322966675,6.9660373278,5,0.0000000005
0.0036810000,0.9976720698,0.0023275825,0.0000003157,0.0000000320,373740326051882304.0000000000,50688045096712.8515625000,40243.6351698467,170.1710507876,-0.0000988813,1491.3651275237,1364.8667899412,4,0.0000000838
0.0036820000,0.9974382992,0.0025613500,0.0000003156,0.0000000352,411180518047645696.0000000000,50661179063540.4687500000,43143.7409145585,286.0056002663,-0.0000988520,-2331.3593306780,2155.8499496360,3,0.0000000004
0.0036830000,0.9973242228,0.0026754250,0.0000003155,0.0000000367,429444411932875712.0000000000,50639194313954.2109375000,33150.0091017054,35.0739000858,-0.0000988203,-618.3100999343,494.8559650275,4,0.0000001068
0.0036840000,0.9973119955,0.0026876522,0.0000003154,0.0000000369,431401807805401856.0000000000,50620190375488.5703125000,29470.0238365683,-4.9682037722,-0.0000987844,-323.6107422919,219.6707920954,4,0.0000001824
0.0036850000,0.9973244708,0.0026751772,0.0000003153,0.0000000367,429404754207787840.0000000000,50603942211355.2656250000,27613.1837703148,-16.7975525515,-0.0000987515,-227.1567740462,133.3291420498,4,0.0000003349
0.0036860000,0.9973442530,0.0026553953,0.0000003152,0.0000000365,426237880485484160.0000000000,50589016281832.4531250000,26403.4859266635,-21.9855844036,-0.0000987204,-179.4399427466,92.3645384175,4,0.0000003349
0.0036870000,0.9973743969,0.0026252521,0.0000003150,0.0000000361,421412022276570944.0000000000,50570469310014.8671875000,25268.2493551334,-25.2789669850,-0.0000986813,-143.7390368014,63.1502215396,4,0.0000005968
0.0036880000,0.9973897541,0.0026098951,0.0000003150,0.0000000358,418953299084957248.0000000000,50561791371944.1171875000,24830.7037160054,-26.1795520506,-0.0000986628,-132.0170345245,53.9742511367,4,0.0000005968
0.0036890000,0.9974217777,0.0025778720,0.0000003149,0.0000000354,413826020321021248.0000000000,50544505995227.1718750000,24085.2117587885,-27.2793868125,-0.0000986259,-114.3261536005,40.6910912229,4,0.0000005968
0.0036900000,0.9974546545,0.0025449958,0.0000003147,0.0000000349,408561788825722368.0000000000,50527269581075.6484375000,23455.7381474393,-27.8181580142,-0.0000985891,-101.4144927528,31.5541670125,4,0.0000005968
0.0036910000,0.9974922320,0.0025074190,0.0000003146,0.0000000344,402544470835478848.0000000000,50507879897840.9609375000,22851.3796856448,-28.0240877552,-0.0000985475,-90.5302811563,24.3490278940,4,0.0000013450
0.0036920000,0.9975131352,0.0024865161,0.0000003145,0.0000000341,399197020163137856.0000000000,50497130693089.5703125000,22551.7704486634,-28.0218388542,-0.0000985245,-85.6284970679,21.2879132521,4,0.0000007461
0.0036930000,0.9975340303,0.0024656214,0.0000003145,0.0000000339,395850737856403968.0000000000,50486383386652.7500000000,22273.7408228786,-27.9606040987,-0.0000985015,-81.3445604096,18.7232240722,4,0.0000007461
0.0036940000,0.9975548451,0.0024448070,0.0000003144,0.0000000336,392517165721696064.0000000000,50475634349696.1171875000,22012.0859655554,-27.8555600995,-0.0000984785,-77.5372725498,16.5378099487,4,0.0000007461
0.0036950000,0.9975887624,0.0024108902,0.0000003143,0.0000000331,387084875947043008.0000000000,50458014051743.8515625000,21616.4767023085,-27.6111711109,-0.0000984408,-72.1550931584,13.6198599475,4,0.0000012227
0.0036960000,0.9976223397,0.0023773135,0.0000003142,0.0000000326,381706704310894528.0000000000,50440382845901.5156250000,21254.0191781748,-27.3039462682,-0.0000984031,-67.5908118395,11.3199603665,4,0.0000012227
0.0036970000,0.9976555262,0.0023441276,0.0000003140,0.0000000322,376390754472224192.0000000000,50422738204837.9453125000,20919.4081359577,-26.9543068243,-0.0000983654,-63.6593448350,9.4825284733,4,0.0000012227
0.0036980000,0.9976882640,0.0023113904,0.0000003139,0.0000000317,371146341510204032.0000000000,50405077224830.9609375000,20607.1262395518,-26.5765345963,-0.0000983277,-60.2171431243,7.9919484180,4,0.0000012227
0.0036990000,0.9976963577,0.0023032968,0.0000003139,0.0000000316,369849728644809472.0000000000,50400658389851.3828125000,20530.8927065535,-26.4790046190,-0.0000983183,-59.4120135865,7.6590413146,4,0.0000003057
0.0037000000,0.9977153001,0.0022843547,0.0000003138,0.0000000314,366815050532594112.0000000000,50390267850251.5078125000,20359.8103782748,-26.2457226170,-0.0000982962,2942.2632958518,6.9514701006,3,0.0000000001
0.0037010000,0.9976780755,0.0023215789,0.0000003137,0.0000000319,372778562500606016.0000000000,50372366263665.0703125000,39905.8706882107,160.5953136812,-0.0000982649,1557.7139023353,1300.6899642901,4,0.0000000849
0.0037020000,0.9974383477,0.0025613035,0.0000003136,0.0000000352,411173062413334400.0000000000,50344798482263.9765625000,43146.6485994809,286.1109082742,-0.0000982346,-2332.0651754288,2156.5412375818,4,0.0000000003
0.0037030000,0.9973246980,0.0026749518,0.0000003135,0.0000000367,429368662844619840.0000000000,50323168168484.4062500000,33211.1521571891,35.9491993471,-0.0000982036,-624.5364801068,500.7623446902,4,0.0000000815
0.0037040000,0.9973117853,0.0026878644,0.0000003134,0.0000000369,431435765437693376.0000000000,50304899421318.4609375000,29590.8298303802,-4.0206219239,-0.0000981692,-330.9745897937,226.3861352822,4,0.0000001456
0.0037050000,0.9973221537,0.0026774962,0.0000003133,0.0000000368,429775987689656000.0000000000,50290051913883.2656250000,27819.6705466019,-15.7233773263,-0.0000981392,-236.4165458826,141.4512943208,5,0.0000003421
0.0037060000,0.9973406935,0.0026589567,0.0000003132,0.0000000365,426808036278227520.0000000000,50275475092980.3359375000,26575.2458112627,-21.3597010796,-0.0000981089,-185.5735252067,97.5282367408,5,0.0000002461
0.0037070000,0.9973633547,0.0026362960,0.0000003131,0.0000000362,423180162008823104.0000000000,50261109110406.4765625000,25631.0253210569,-24.3809688611,-0.0000980787,-154.2808438238,71.6017715175,5,0.0000002461
0.0037080000,0.9973923493,0.0026073019,0.0000003130,0.0000000358,418538111675007808.0000000000,50244617605679.4765625000,24764.7871221167,-26.2977408692,-0.0000980436,-130.3369505245,52.6823820760,5,0.0000004469
0.0037090000,0.9974163542,0.0025832975,0.0000003129,0.0000000355,414694718208894272.0000000000,50231754135625.8125000000,24205.3829326359,-27.1347434907,-0.0000980162,-116.9834308707,42.6396238516,5,0.0000004469
0.0037100000,0.9974407411,0.0025589110,0.0000003128,0.0000000351,410789965803832192.0000000000,50218913124714.3281250000,23706.1692939727,-27.6461154443,-0.0000979888,-106.3515082046,34.9793827619,5,0.0000004469
0.0037110000,0.9974781363,0.0025215163,0.0000003127,0.0000000346,404801986668377280.0000000000,50199698623544.5234375000,23071.1041102335,-27.9797581445,-0.0000979476,-94.3176059521,26.8002748374,5,0.0000004469
0.0037120000,0.9975031353,0.0024965178,0.0000003126,0.0000000343,400798740811596160.0000000000,50186896521670.4218750000,22693.8444008815,-28.0300251412,-0.0000979202,-87.9107212473,22.6987154808,5,0.0000004469
0.0037130000,0.9975282300,0.0024714236,0.0000003125,0.0000000339,396779966199116544.0000000000,50174102506473.6093750000,22354.1030904428,-27.9796069893,-0.0000978928,-82.5446626372,19.4352636158,5,0.0000004469
0.0037140000,0.9975531351,0.0024465189,0.0000003124,0.0000000336,392791352892949504.0000000000,50161302298035.1796875000,22034.0700823777,-27.8651835849,-0.0000978654,-77.8465788398,16.7127340511,5,0.0000004469
0.0037150000,0.9975903681,0.0024092865,0.0000003123,0.0000000331,386828020312785216.0000000000,50142101932818.1171875000,21602.1680570586,-27.5968015212,-0.0000978243,-71.9588211015,13.5207463162,5,0.0000004469
0.0037160000,0.9976149122,0.0023847428,0.0000003122,0.0000000327,382896728799811072.0000000000,50129291914410.9609375000,21333.4520886821,-27.3762256389,-0.0000977969,-68.5588808812,11.7946463857,5,0.0000004469
0.0037170000,0.9976439322,0.0023557233,0.0000003121,0.0000000323,378248279101624768.0000000000,50114018052407.7734375000,21035.4089384281,-27.0806972058,-0.0000977643,-64.9890778671,10.0895602526,4,0.0000006184
0.0037180000,0.9976772065,0.0023224496,0.0000003120,0.0000000319,372918042029730880.0000000000,50096271546368.0546875000,20712.0886374865,-26.7072689203,-0.0000977264,-61.3473140364,8.4696567540,4,0.0000006184
0.0037190000,0.9976936515,0.0023060049,0.0000003119,0.0000000317,370283571499549888.0000000000,50087391069486.7031250000,20557.4816753739,-26.5118759764,-0.0000977075,-59.6882246729,7.7734308348,4,0.0000006184
0.0037200000,0.9977153388,0.0022843180,0.0000003119,0.0000000314,366809165513558080.0000000000,50075578541271.3593750000,20363.1537208540,-26.2456747005,-0.0000976823,2942.2395529950,6.9635229418,4,0.0000000003
0.0037210000,0.9976765486,0.0023231077,0.0000003118,0.0000000319,373023473928854080.0000000000,50057559462892.5859375000,40001.5575835756,163.2641009233,-0.0000976509,1539.2355317683,1318.5652772985,2,0.0000000369
0.0037220000,0.9974382689,0.0025613843,0.0000003117,0.0000000352,411185996866747200.0000000000,50030383806000.2421875000,43143.3512555607,285.9945868052,-0.0000976211,-2331.2900424952,2155.7806941286,4,0.0000000005
0.0037230000,0.9973223016,0.0026773501,0.0000003116,0.0000000368,429752602926123392.0000000000,50007667570335.0859375000,32882.6380859443,31.3311588448,-0.0000975881,-591.6139416680,469.5634120553,4,0.0000001154
0.0037240000,0.9973117631,0.0026878886,0.0000003114,0.0000000369,431439637064075264.0000000000,49990784179155.9843750000,29597.4450924164,-3.9680941944,-0.0000975562,-331.3836789244,226.7591822881,5,0.0000001746
0.0037250000,0.9973235495,0.0026761024,0.0000003113,0.0000000367,429552867514255168.0000000000,49974713151590.0390625000,27696.6767919307,-16.3698241151,-0.0000975237,-230.8557780565,136.5692823277,5,0.0000002702
0.0037260000,0.9973446638,0.0026549885,0.0000003112,0.0000000365,426172753227960832.0000000000,49958850968319.3203125000,26384.5535520435,-22.0524401919,-0.0000974907,-178.7763229801,91.8079834319,5,0.0000002702
0.0037270000,0.9973663452,0.0026333075,0.0000003112,0.0000000362,422701701129056576.0000000000,49945471020496.1718750000,25530.1282873686,-24.6442673144,-0.0000974624,-151.2674963187,69.1699060267,5,0.0000004621
0.0037280000,0.9973898853,0.0026097678,0.0000003111,0.0000000358,418932925253838400.0000000000,49932187241370.6875000000,24830.6340008892,-26.1784269758,-0.0000974342,-132.0089616338,53.9703172702,5,0.0000004621
0.0037290000,0.9974145469,0.0025851066,0.0000003110,0.0000000355,414984388437182400.0000000000,49918962867214.4765625000,24239.6713078431,-27.0941900789,-0.0000974060,-117.7675531097,43.2133012250,5,0.0000004621
0.0037300000,0.9974442480,0.0025554061,0.0000003109,0.0000000351,410228752022779520.0000000000,49903517521081.7421875000,23646.0360879745,-27.6895416418,-0.0000973730,-105.1317000014,34.1288036110,5,0.0000010825
0.0037310000,0.9974743893,0.0025252652,0.0000003108,0.0000000347,405402313596539264.0000000000,49888098912147.1718750000,23130.5701800474,-27.9621071649,-0.0000973400,-95.3759133494,27.4961302062,5,0.0000010825
0.0037320000,0.9975145924,0.0024850629,0.0000003106,0.0000000341,398964290598876992.0000000000,49867688156174.8984375000,22537.8411992708,-28.0151269553,-0.0000972963,-85.3928082192,21.1495310600,5,0.0000007172
0.0037330000,0.9975346883,0.0024649673,0.0000003105,0.0000000338,395745975100380416.0000000000,49857485663696.9921875000,22271.9668510296,-27.9541787500,-0.0000972744,-81.3009942873,18.7037873423,5,0.0000007172
0.0037340000,0.9975546954,0.0024449606,0.0000003105,0.0000000336,392541771324979776.0000000000,49847280857183.8906250000,22020.1841667457,-27.8536925983,-0.0000972526,-77.6358730576,16.5988563210,5,0.0000007172
0.0037350000,0.9975944172,0.0024052395,0.0000003103,0.0000000330,386179792798132992.0000000000,49826863041734.4765625000,21556.5824151571,-27.5626541078,-0.0000972089,-71.3696457264,13.2147422921,5,0.0000007172
0.0037360000,0.9976141569,0.0023855001,0.0000003103,0.0000000328,383018031245000384.0000000000,49816651275413.0859375000,21345.2696296407,-27.3827904549,-0.0000971870,-68.6944851526,11.8649334504,5,0.0000007172
0.0037370000,0.9976531423,0.0023465153,0.0000003101,0.0000000322,376773255408717056.0000000000,49796209541307.5937500000,20945.8025101717,-26.9805520364,-0.0000971434,-63.9518330980,9.6168942936,5,0.0000007172
0.0037380000,0.9976724202,0.0023272378,0.0000003101,0.0000000320,373685094168170304.0000000000,49785981179514.8437500000,20759.0276296891,-26.7629219564,-0.0000971216,-61.8576647206,8.6902631374,5,0.0000007172
0.0037390000,0.9976915524,0.0023081059,0.0000003100,0.0000000317,370620168325223936.0000000000,49775747697573.6640625000,20580.1725286526,-26.5373652200,-0.0000970997,-59.9198467577,7.8714607615,5,0.0000007172
0.0037400000,0.9977153787,0.0022842800,0.0000003099,0.0000000314,366803085008717824.0000000000,49762853266260.4609375000,20364.8458521505,-26.2454268420,-0.0000970723,2942.2280188654,6.9695708947,5,0.0000000002
0.0037410000,0.9976761471,0.0023235112,0.0000003098,0.0000000319,373088109331319872.0000000000,49744885661571.3906250000,40025.9128785312,163.9483600921,-0.0000970410,1534.4971432954,1323.1490854775,4,0.0000001281
0.0037420000,0.9974383832,0.0025612720,0.0000003097,0.0000000352,411168016326356416.0000000000,49717949493030.7343750000,43147.3116811790,286.1326133335,-0.0000970115,-2332.2072714709,2156.6814468420,4,0.0000000003
0.0037430000,0.9973228907,0.0026767629,0.0000003096,0.0000000368,429658605400070912.0000000000,49695663289674.2031250000,32960.4937995045,32.4061913430,-0.0000969792,-599.2873214185,476.8296952347,4,0.0000000926
0.0037440000,0.9973115857,0.0026880679,0.0000003095,0.0000000369,431468340957239296.0000000000,49679716856573.0781250000,29766.2327831845,-2.6038587657,-0.0000969492,-341.9202195325,236.3917756541,4,0.0000001753
0.0037450000,0.9973269334,0.0026727205,0.0000003094,0.0000000367,429011472151903232.0000000000,49659720928979.4140625000,27422.1850302047,-17.7401925877,-0.0000969086,-218.8884107804,126.1187678489,5,0.0000004578
0.0037460000,0.9973393465,0.0026603076,0.0000003093,0.0000000365,427024302976125440.0000000000,49650462742997.5781250000,26651.3154793097,-21.0700401838,-0.0000968894,-188.3450428622,99.8761332199,5,0.0000003174
0.0037470000,0.9973687757,0.0026308790,0.0000003092,0.0000000361,422312898571411648.0000000000,49632179421749.9218750000,25451.2173508260,-24.8424098137,-0.0000968509,-148.9522774440,67.3108527236,5,0.0000003174
0.0037480000,0.9973931820,0.0026064731,0.0000003091,0.0000000358,418405416518453632.0000000000,49618586902941.1875000000,24745.0066313951,-26.3319658509,-0.0000968220,-129.8352631419,52.2984982696,5,0.0000003174
0.0037490000,0.9974187139,0.0025809416,0.0000003090,0.0000000354,414317509108802624.0000000000,49605053830274.9375000000,24149.7401280695,-27.2047310342,-0.0000967931,-115.7505619087,41.7308966522,5,0.0000003174
0.0037500000,0.9974483805,0.0025512756,0.0000003089,0.0000000350,409567354417871872.0000000000,49589770057297.7734375000,23570.7655039738,-27.7431827418,-0.0000967604,-103.6402398978,33.0908779997,5,0.0000005391
0.0037510000,0.9974784020,0.0025212545,0.0000003088,0.0000000346,404760066628651392.0000000000,49574508592694.0468750000,23063.7627285137,-27.9840232717,-0.0000967277,-94.1955283438,26.7174779303,5,0.0000005391
